,Dry_matter,Protein,N,P,K,Ca,Fe,Zn,Mg,N_uptake,P_uptake,K_uptake,Ca_uptake,Fe_uptake,Zn_uptake,Mg_uptake,Acid_phosphomonosterase,Dehydrogenase,pH,EC,Plant_height_20DAT,Stem_diameter_20DAT,SPAD_20DAT,NDVI_20DAT,Plant_height_35DAT,Stem_diameter_35DAT,SPAD_35DAT,NDVI_35DAT,Flower_buds,Above_ground_biomass,PFPN,Agronomic_NUE,Recovery_rate_N,Recovery_rate_P,Recovery_rate_K,Physiological_Efficiency,N_P_ratio
P_uptake,0.8726739719480263,0.027623752534778365,0.019159020741526405,-0.3035190615835777,0.11070381231671554,-0.499266862170088,0.02309384164222874,-0.28191949899701607,-0.7998533724340176,0.7270161290322581,1.0,0.8834310850439883,0.8482404692082112,0.7287390029325513,-0.054352288481852334,0.9589442815249267,-0.40505865102639294,0.2823336355596314,0.2808690178622639,0.6389296187683284,0.7280895245678158,0.5206232901411229,0.37023460410557185,-0.09036751939704152,0.7881901064443753,0.7681026710180651,0.437683284457478,-0.1781524926686217,0.6214285902784769,0.9412519515290227,0.8617391304347826,0.7339130434782609,-0.0009881422924901185,0.9208695652173913,0.6643478260869565,0.6363636363636364,-0.10161290322580645
K_uptake,0.8532404759340577,0.1377154962135301,0.1298779932372948,-0.4252199413489736,0.40212609970674484,-0.6715542521994134,-0.04472140762463343,-0.14375287531419842,-0.7851906158357771,0.725,0.8834310850439883,1.0,0.6627565982404692,0.6312316715542522,0.0904630554869186,0.8552052785923754,-0.17375366568914957,0.09906443352969523,0.06691722684055244,0.4600439882697947,0.7048038611026654,0.41943172107143983,0.5208944281524927,-0.09055082065342497,0.7392262259370118,0.6700275089668324,0.4912023460410557,-0.2529325513196481,0.5924261263445526,0.8239391474436139,0.5860869565217391,0.7260869565217392,0.25691699604743085,0.7947826086956522,0.9652173913043478,0.45948616600790515,0.00564516129032258
Ca_uptake,0.6799890256208466,-0.05121484046593945,-0.05667036661440969,-0.1429618768328446,-0.18988269794721407,-0.056818181818181816,0.07697947214076246,-0.2618089931240453,-0.533724340175953,0.6608870967741935,0.8482404692082112,0.6627565982404692,1.0,0.6374633431085044,-0.07631656944369677,0.8995601173020528,-0.657991202346041,0.4685380800645215,0.44935376160601104,0.6337976539589443,0.5440044370165473,0.5635197161597928,0.18585043988269795,-0.1099807538300708,0.6026041623490501,0.6421631638606878,0.3035190615835777,-0.17118768328445746,0.48602218223028315,0.8228393399053131,0.8017391304347826,0.5843478260869566,0.08992094861660078,0.6982608695652174,0.4330434782608696,0.6264822134387352,-0.18266129032258063
Fe_uptake,0.7476395919336243,0.22199818642913124,0.21720279303814674,-0.40652492668621704,0.1777859237536657,-0.4120234604105572,0.6026392961876833,0.09086969320379383,-0.4655425219941349,0.5879032258064516,0.7287390029325513,0.6312316715542522,0.6374633431085044,1.0,0.32388007520007894,0.7598973607038123,-0.2401026392961877,0.12126220474653435,0.04730039595852748,0.5681818181818182,0.4275761196907949,0.4681943250071929,0.4211876832844575,0.25295573380916286,0.4296718053511334,0.4476627022974021,0.5494868035190615,-0.13013196480938416,0.4100985346070804,0.6133260038590282,0.1791304347826087,0.21565217391304348,-0.0533596837944664,0.44521739130434784,0.26260869565217393,0.33992094861660077,0.07741935483870968
Zn_uptake,0.01917748447526878,0.30876971067956777,0.3099602411029991,-0.08674029600186023,0.378976915578943,-0.11745306175359185,0.4644142457610328,0.9461044549604283,0.1718053502354442,0.06910986550340063,-0.054352288481852334,0.0904630554869186,-0.07631656944369677,0.32388007520007894,1.0,-0.01563558983724519,0.2840465487099543,-0.07470982482452841,-0.46137676242442754,-0.13364706551359581,-0.0958962157572947,0.07232786078506813,0.22373784505200858,0.7157661084097878,-0.07328560028762607,-0.09783343846217066,0.3957293332617057,-0.4078283015881454,0.006753782781993265,-0.17963960848256053,-0.46652786423825493,-0.15196491684114097,0.2670308962547162,-0.08063444567080949,0.08417881690908684,-0.18878932929917555,0.1874374393771756
Mg_uptake,0.8715739627396886,0.05887690321281228,0.051426845148307726,-0.3848973607038123,0.1000733137829912,-0.41385630498533726,0.06451612903225806,-0.2405812369247984,-0.7001466275659824,0.7471774193548387,0.9589442815249267,0.8552052785923754,0.8995601173020528,0.7598973607038123,-0.01563558983724519,1.0,-0.4032258064516129,0.31205296561853996,0.21780182325089398,0.655791788856305,0.6837184178074504,0.5468377727080879,0.43218475073313783,-0.07716982893743302,0.7240052443560712,0.7516040456262689,0.48826979472140764,-0.2221407624633431,0.606096077498122,0.9086243278927684,0.788695652173913,0.5973913043478261,0.005928853754940711,0.768695652173913,0.5739130434782609,0.6047430830039525,-0.06975806451612904
Acid_phosphomonosterase,-0.2388853330773694,0.15485432077890354,0.1552889049576351,-0.2587976539589443,0.5146627565982405,-0.3555718475073314,-0.08614369501466276,0.3642236063660261,0.20784457478005866,-0.3116935483870968,-0.40505865102639294,-0.17375366568914957,-0.657991202346041,-0.2401026392961877,0.2840465487099543,-0.4032258064516129,1.0,-0.4457899508836285,-0.7734898083295637,-0.5359237536656891,-0.2570590565207952,-0.41411549733408326,0.19244868035190615,0.14297497997909206,-0.33064373241489264,-0.37213566161495754,0.16422287390029325,0.13856304985337242,-0.08774630808034378,-0.46026945477884634,-0.7382608695652174,-0.36782608695652175,-0.04841897233201581,-0.4295652173913043,-0.12260869565217392,-0.25,0.24717741935483872
Dehydrogenase,0.21543265292906102,-0.26057130537950907,-0.26254170276223077,0.29756020589845494,-0.3993764292484195,0.337185979310333,0.06640986099583272,-0.022272322545500205,-0.08457167380961018,0.06014130206231327,0.2823336355596314,0.09906443352969523,0.4685380800645215,0.12126220474653435,-0.07470982482452841,0.31205296561853996,-0.4457899508836285,1.0,0.5504175830159442,0.45991580529434434,0.04523766514205511,0.2968808139061302,-0.16217214674120478,0.23190540882377655,0.21347284845216982,0.24990832419045073,-0.07723356762222536,-0.40891596729201973,0.14745662755611685,0.2725438962086393,0.5596172702555808,0.1288077076171477,-0.3115728527116305,0.33942571601815946,0.10095739245668332,0.2284867586551957,-0.26659953028293903
pH,0.12350999449844123,-0.30475999006336557,-0.30663707887835384,0.2823356968067144,-0.47520397800195047,0.32028601449437016,-0.00843340393059017,-0.4758932843596584,-0.20423504301472717,0.08591308248305525,0.2808690178622639,0.06691722684055244,0.44935376160601104,0.04730039595852748,-0.46137676242442754,0.21780182325089398,-0.7734898083295637,0.5504175830159442,1.0,0.5259877364535478,0.17469050967534636,0.21124048864799777,-0.2638188751330273,-0.10011001268384104,0.28909475550932845,0.26670945376607014,-0.22000184166756967,-0.02621688613205205,0.034276667285047795,0.3806380702044945,0.7859939847510172,0.43149199384228504,-0.22441920685463934,0.39060464765158465,0.15006525995523018,0.20860111297942246,-0.2585459430593353
EC,0.5212210298840838,0.134892630990998,0.12907129762712527,-0.1975806451612903,-0.03848973607038123,-0.14552785923753667,0.2089442815249267,-0.2701883705711165,-0.49890029325513197,0.5866935483870968,0.6389296187683284,0.4600439882697947,0.6337976539589443,0.5681818181818182,-0.13364706551359581,0.655791788856305,-0.5359237536656891,0.45991580529434434,0.5259877364535478,1.0,0.4800147004075905,0.383501381329306,0.29215542521994137,0.008981761562789117,0.7016322352852908,0.661044924031299,0.30718475073313783,-0.23020527859237536,0.4099138055374376,0.7128585860752423,0.5443478260869565,0.10086956521739131,-0.12648221343873517,0.15130434782608695,-0.057391304347826085,0.11264822134387352,0.13588709677419356
Plant_height_20DAT,0.5291150870481619,0.29366680710275334,0.28545491224530967,-0.494682834873827,0.165016512745161,-0.6580491824915364,-0.19270261655018242,-0.2998123220518565,-0.8802714196550199,0.7954018716271595,0.7280895245678158,0.7048038611026654,0.5440044370165473,0.4275761196907949,-0.0958962157572947,0.6837184178074504,-0.2570590565207952,0.04523766514205511,0.17469050967534636,0.4800147004075905,1.0,0.5033009437280389,0.5825082899904183,-0.21655818184169584,0.765547618826058,0.846781602355336,0.5902090605851924,-0.24184086701207483,0.7211696011098659,0.8205739743789915,0.5796346842771646,0.5900785524623388,0.43955512707005057,0.31636217377589987,0.3533508735983916,0.30605694449534454,0.24644550890679232
Stem_diameter_20DAT,0.4020353918061937,0.22565033272837265,0.22267043615483492,-0.2733272273240895,0.04619615109702921,-0.15417048838333955,0.13730522687172572,-0.05065796712691149,-0.3290559175363787,0.4405686079451878,0.5206232901411229,0.41943172107143983,0.5635197161597928,0.4681943250071929,0.07232786078506813,0.5468377727080879,-0.41411549733408326,0.2968808139061302,0.21124048864799777,0.383501381329306,0.5033009437280389,1.0,0.45096242737576137,0.051883765916034996,0.39462585193758387,0.7028786211954529,0.39871678030174024,-0.27901008718126374,0.45239205105215086,0.48822073722403253,0.23749458532045123,0.12701175625196293,0.08154188536554535,0.20617661802544668,0.09830361956487542,0.05831480286748092,0.07863695977053695
SPAD_20DAT,0.39050326895993615,0.6696239574306493,0.665725552292407,-0.8163489736070382,0.5868768328445748,-0.655791788856305,0.1092375366568915,0.06033151761891229,-0.4736070381231672,0.592741935483871,0.37023460410557185,0.5208944281524927,0.18585043988269795,0.4211876832844575,0.22373784505200858,0.43218475073313783,0.19244868035190615,-0.16217214674120478,-0.2638188751330273,0.29215542521994137,0.5825082899904183,0.45096242737576137,1.0,0.0067821464861877,0.5127453554254242,0.577635206772774,0.7661290322580645,-0.2972873900293255,0.5927955844838383,0.38181651704672914,-0.44782608695652176,-0.23130434782608697,0.2391304347826087,-0.39652173913043476,-0.03826086956521739,-0.32707509881422925,0.6237903225806452
NDVI_20DAT,-0.006050605162210173,0.03569267997580157,0.035296491238311696,0.11547979152157435,0.09128402567895877,0.09311703824279328,0.5326734510503096,0.7665970839039619,0.24654018983574208,-0.16029841799378686,-0.09036751939704152,-0.09055082065342497,-0.1099807538300708,0.25295573380916286,0.7157661084097878,-0.07716982893743302,0.14297497997909206,0.23190540882377655,-0.10011001268384104,0.008981761562789117,-0.21655818184169584,0.051883765916034996,0.0067821464861877,1.0,-0.14470427930941737,-0.14125951108941684,0.20328109332924754,-0.48226560554486053,-0.22539012116382406,-0.21484876260311642,-0.2539682599720044,-0.039573821331254116,-0.038547073081894166,0.07610350256010406,0.09132420307212488,-0.17840376131492044,-0.017945357486096894
Plant_height_35DAT,0.5845180446893878,0.22858875095769968,0.2205630209004792,-0.32936003517312656,0.27617829229996027,-0.5349349791759522,-0.17293235699791668,-0.25440747871160163,-0.7751697487064622,0.7296753404084215,0.7881901064443753,0.7392262259370118,0.6026041623490501,0.4296718053511334,-0.07328560028762607,0.7240052443560712,-0.33064373241489264,0.21347284845216982,0.28909475550932845,0.7016322352852908,0.765547618826058,0.39462585193758387,0.5127453554254242,-0.14470427930941737,1.0,0.8107117199926194,0.455895906147212,-0.26059054007851495,0.6504193297126322,0.8319120544328482,0.6142800189039638,0.42577311019707764,0.1548739954704606,0.40269951629069206,0.36656539753163536,0.3052947450647738,0.21605813922516434
Stem_diameter_35DAT,0.5526725979037025,0.26900584795321636,0.26058895245656405,-0.3869844244675741,0.172685612434133,-0.4630614193297452,-0.15252062584415993,-0.2612982642612383,-0.7294225603772986,0.7787075349584966,0.7681026710180651,0.6700275089668324,0.6421631638606878,0.4476627022974021,-0.09783343846217066,0.7516040456262689,-0.37213566161495754,0.24990832419045073,0.26670945376607014,0.661044924031299,0.846781602355336,0.7028786211954529,0.577635206772774,-0.14125951108941684,0.8107117199926194,1.0,0.4813932253206298,-0.2557286935728403,0.7045934599499193,0.8517737683600658,0.6702914944666948,0.44758594925777345,0.25549790747870876,0.3362331766533128,0.21357113808121164,0.21991599386465263,0.19578586650561894
SPAD_35DAT,0.4048033886683282,0.619618916345795,0.6159120983644384,-0.7532991202346041,0.48533724340175954,-0.5777126099706745,0.21114369501466276,0.1968222658123157,-0.4637096774193548,0.5971774193548387,0.437683284457478,0.4912023460410557,0.3035190615835777,0.5494868035190615,0.3957293332617057,0.48826979472140764,0.16422287390029325,-0.07723356762222536,-0.22000184166756967,0.30718475073313783,0.5902090605851924,0.39871678030174024,0.7661290322580645,0.20328109332924754,0.455895906147212,0.4813932253206298,1.0,-0.23533724340175954,0.5955665205284808,0.41517734570851733,-0.3791304347826087,-0.09565217391304348,0.19268774703557312,-0.22956521739130434,-0.05217391304347826,-0.16996047430830039,0.5645161290322581
NDVI_35DAT,-0.23961867254959462,-0.07662062746872832,-0.07320762662288512,0.09860703812316715,-0.018328445747800588,0.10667155425219942,-0.1777859237536657,-0.4061204936013818,0.156158357771261,-0.12983870967741937,-0.1781524926686217,-0.2529325513196481,-0.17118768328445746,-0.13013196480938416,-0.4078283015881454,-0.2221407624633431,0.13856304985337242,-0.40891596729201973,-0.02621688613205205,-0.23020527859237536,-0.24184086701207483,-0.27901008718126374,-0.2972873900293255,-0.48226560554486053,-0.26059054007851495,-0.2557286935728403,-0.23533724340175954,1.0,-0.1954433556821131,-0.12042892544392754,0.023478260869565216,0.11217391304347826,0.007905138339920948,0.0026086956521739132,-0.18695652173913044,0.06225296442687747,0.03346774193548387
Flower_buds,0.47867227278661084,0.36317564147959935,0.3564411576908476,-0.5990763728516945,0.22038178008389503,-0.5623152879927715,-0.12949507781962313,-0.1839225248080019,-0.759605934371313,0.670410515421044,0.6214285902784769,0.5924261263445526,0.48602218223028315,0.4100985346070804,0.006753782781993265,0.606096077498122,-0.08774630808034378,0.14745662755611685,0.034276667285047795,0.4099138055374376,0.7211696011098659,0.45239205105215086,0.5927955844838383,-0.22539012116382406,0.6504193297126322,0.7045934599499193,0.5955665205284808,-0.1954433556821131,1.0,0.680973759516275,0.26016699096420504,0.12743772947229706,0.13170958499288202,0.021607089080078048,0.015433635057198605,0.2498976536556963,0.35186394324522674
Above_ground_biomass,0.7590759203500035,0.07360354910264166,0.06464300252502228,-0.35212171351261007,0.09036751939704152,-0.4694345175980189,-0.109247548804537,-0.39666021832028153,-0.853633950977733,0.8160096825419565,0.9412519515290227,0.8239391474436139,0.8228393399053131,0.6133260038590282,-0.17963960848256053,0.9086243278927684,-0.46026945477884634,0.2725438962086393,0.3806380702044945,0.7128585860752423,0.8205739743789915,0.48822073722403253,0.38181651704672914,-0.21484876260311642,0.8319120544328482,0.8517737683600658,0.41517734570851733,-0.12042892544392754,0.680973759516275,1.0,1.0,0.7773913043478261,0.12944664031620554,0.72,0.5226086956521739,0.5474308300395256,0.01471922580320307
PFPN,0.4880383236804877,-0.7511737318522966,-0.7511737318522966,0.46347826086956523,-0.5895652173913043,0.2,-0.3782608695652174,-0.5410818143952093,-0.6565217391304348,0.549407114624506,0.8617391304347826,0.5860869565217391,0.8017391304347826,0.1791304347826087,-0.46652786423825493,0.788695652173913,-0.7382608695652174,0.5596172702555808,0.7859939847510172,0.5443478260869565,0.5796346842771646,0.23749458532045123,-0.44782608695652176,-0.2539682599720044,0.6142800189039638,0.6702914944666948,-0.3791304347826087,0.023478260869565216,0.26016699096420504,1.0,1.0,0.7773913043478261,0.12944664031620554,0.72,0.5226086956521739,0.5474308300395256,-0.7401185770750988
Agronomic_NUE,0.3875598452756814,-0.599950598992558,-0.599950598992558,0.3695652173913043,-0.28347826086956524,-0.17217391304347826,-0.2843478260869565,-0.2286635677542408,-0.671304347826087,0.5118577075098815,0.7339130434782609,0.7260869565217392,0.5843478260869566,0.21565217391304348,-0.15196491684114097,0.5973913043478261,-0.36782608695652175,0.1288077076171477,0.43149199384228504,0.10086956521739131,0.5900785524623388,0.12701175625196293,-0.23130434782608697,-0.039573821331254116,0.42577311019707764,0.44758594925777345,-0.09565217391304348,0.11217391304347826,0.12743772947229706,0.7773913043478261,0.7773913043478261,1.0,0.40019762845849804,0.831304347826087,0.788695652173913,0.5978260869565217,-0.6304347826086957
Recovery_rate_N,-0.2214533142530362,0.36372622805479626,0.36372622805479626,0.09090909090909091,0.09683794466403162,-0.21146245059288538,-0.19861660079051383,0.23074593538939694,-0.24110671936758893,0.782608695652174,-0.0009881422924901185,0.25691699604743085,0.08992094861660078,-0.0533596837944664,0.2670308962547162,0.005928853754940711,-0.04841897233201581,-0.3115728527116305,-0.22441920685463934,-0.12648221343873517,0.43955512707005057,0.08154188536554535,0.2391304347826087,-0.038547073081894166,0.1548739954704606,0.25549790747870876,0.19268774703557312,0.007905138339920948,0.13170958499288202,0.12944664031620554,0.12944664031620554,0.40019762845849804,1.0,0.16600790513833993,0.3883399209486166,-0.10276679841897234,0.25691699604743085
Recovery_rate_P,0.7059591794415611,-0.7185569777060785,-0.7185569777060785,0.5930434782608696,-0.3782608695652174,-0.09739130434782609,-0.08,-0.16041901458727748,-0.5408695652173913,0.32806324110671936,0.9208695652173913,0.7947826086956522,0.6982608695652174,0.44521739130434784,-0.08063444567080949,0.768695652173913,-0.4295652173913043,0.33942571601815946,0.39060464765158465,0.15130434782608695,0.31636217377589987,0.20617661802544668,-0.39652173913043476,0.07610350256010406,0.40269951629069206,0.3362331766533128,-0.22956521739130434,0.0026086956521739132,0.021607089080078048,0.72,0.72,0.831304347826087,0.16600790513833993,1.0,0.7991304347826087,0.6215415019762845,-0.8656126482213439
Recovery_rate_K,0.5937364633011281,-0.5139609744252556,-0.5139609744252556,0.24695652173913044,0.08608695652173913,-0.36434782608695654,-0.19304347826086957,0.016396418618036646,-0.49130434782608695,0.37351778656126483,0.6643478260869565,0.9652173913043478,0.4330434782608696,0.26260869565217393,0.08417881690908684,0.5739130434782609,-0.12260869565217392,0.10095739245668332,0.15006525995523018,-0.057391304347826085,0.3533508735983916,0.09830361956487542,-0.03826086956521739,0.09132420307212488,0.36656539753163536,0.21357113808121164,-0.05217391304347826,-0.18695652173913044,0.015433635057198605,0.5226086956521739,0.5226086956521739,0.788695652173913,0.3883399209486166,0.7991304347826087,1.0,0.424901185770751,-0.5869565217391305
Physiological_Efficiency,0.39495803144682123,-0.7971337036037859,-0.7971337036037859,0.34782608695652173,-0.4644268774703557,-0.04743083003952569,-0.0691699604743083,-0.24235896933678455,-0.3942687747035573,-0.0029644268774703555,0.6363636363636364,0.45948616600790515,0.6264822134387352,0.33992094861660077,-0.18878932929917555,0.6047430830039525,-0.25,0.2284867586551957,0.20860111297942246,0.11264822134387352,0.30605694449534454,0.05831480286748092,-0.32707509881422925,-0.17840376131492044,0.3052947450647738,0.21991599386465263,-0.16996047430830039,0.06225296442687747,0.2498976536556963,0.5474308300395256,0.5474308300395256,0.5978260869565217,-0.10276679841897234,0.6215415019762845,0.424901185770751,1.0,-0.7134387351778656
N_P_ratio,-0.13693657982627822,0.9261014262207082,0.9266915821822509,-0.6366935483870968,0.5334677419354839,-0.33145161290322583,0.09879032258064516,0.11037575332936632,-0.15725806451612903,0.40403225806451615,-0.10161290322580645,0.00564516129032258,-0.18266129032258063,0.07741935483870968,0.1874374393771756,-0.06975806451612904,0.24717741935483872,-0.26659953028293903,-0.2585459430593353,0.13588709677419356,0.24644550890679232,0.07863695977053695,0.6237903225806452,-0.017945357486096894,0.21605813922516434,0.19578586650561894,0.5645161290322581,0.03346774193548387,0.35186394324522674,0.01471922580320307,-0.7401185770750988,-0.6304347826086957,0.25691699604743085,-0.8656126482213439,-0.5869565217391305,-0.7134387351778656,1.0
